District,PS Name,FIR No,Date Report,Date Accident,Time Report,Time Accident,Sections,Accident type,Death,Grievous,Minor,Pedestrian,Cyclist,Latitude,Longitude,Place of Occurance,Type Area,City/Town/ Village,Lanes Road,Divider,Spot Accident,Weather,T -Junction,Collision,Type Road,Road Features,Visibility,Traffic Control,Accussed Vehicle,Victim Vehicle
MALAPPURAM,Perinthalmanna,3934/2000,07/01/2020,03/01/2020,22:00:00,18:45:00,"279,337",Fatal,1,0,0,1,0,10.7845983,76.0064596,EDAPPAL,Rural,Village,Single,no,In Open area,Sunny/Clear,NA,Hit Pedestrian,Other Road,Others,Good,Uncontrolled,Car,Scooter
MALAPPURAM,Thenhipalam,3935/2000,08/01/2020,22/12/2020,20:30:00,19:45:00,"279,338",Grevious Injury,0,1,0,0,0,10.9829449,76.2262505,PERINTHALMANNA,Urban,Town,Single,no,Market/Commercial area,Sunny/Clear,NA,Head on Collision,Other Road,Others,Good,Uncontrolled,Car,Motor Cycle
MALAPPURAM,Vengara,3936/2000,09/01/2020,08/01/2020,17:50:00,15:30:00,279,Grevious Injury,0,2,1,0,0,11.1311936,75.9948715,KOTTUKARA KONDOTTY,Urban,Town,Single,no,Institutional Area,Sunny/Clear,NA,Hit from Back,National Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
MALAPPURAM,Kondotty,3937/2000,03/01/2020,26/10/2020,19:50:00,13:30:00,"279,338",Grevious Injury,0,1,0,0,0,10.7336153,76.0349355,CHANGARAMKULAM ,Rural,Village,Single,no,In Open area,Sunny/Clear,NA,Hit from Side,State Highway,Straight Road,Good,Uncontrolled,Car,Scooter
MALAPPURAM,Kottakkal,3938/2000,10/01/2020,09/01/2020,14:30:00,10:50:00,"279,338",Non Injury,0,0,0,0,0,10.7365672,76.0288094, CHANGARAMKULAM ,Rural,Village,Single,no,Near bus stop,Sunny/Clear,NA,Hit from Side,State Highway,Straight Road,Good,Uncontrolled,Car,Car
MALAPPURAM,Vengara,3939/2000,05/01/2020,18/12/2020,15:45:00,12:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,11.152449,76.233624,AYANIKKODE,Urban,Town,Single,no,Near petrol pump,Sunny/Clear,NA,Head on Collision,State Highway,Straight Road,Good,Uncontrolled,Auto rickshaw,Scooter
MALAPPURAM,Valanchery,3940/2000,11/01/2020,08/01/2020,19:00:00,13:50:00,"279,338",Grevious Injury,0,1,0,1,0,11.00053,76.00276,KOTTAKKAL,Urban,Town,Double,yes,Market/Commercial area,Sunny/Clear,NA,Hit Pedestrian,State Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Car
MALAPPURAM,Kondotty,3941/2000,07/01/2020,30/12/2020,14:25:00,18:30:00,"279,337",Grevious Injury,0,1,0,1,0,11.24372,75.97707,EDAVANNAPARA,Rural,Town,Double,no,Near petrol pump,Sunny/Clear,NA,Hit Pedestrian,Other Road,Straight Road,Good,Uncontrolled,Tipper,Car
MALAPPURAM,Changaramkulam,3942/2000,08/01/2020,02/01/2020,18:40:00,14:00:00,"279,338",Fatal,1,0,0,0,0,11.220971,76.141654,NEAR EMC HOSPITAL,Rural,Village,Single,yes,Near hospital,Sunny/Clear,T- Junction,Head on Collision,Other Road,Curved Road,Good,Uncontrolled,Scooter,Motor Cycle
MALAPPURAM,Pandikkad,3943/2000,04/01/2020,02/01/2020,21:30:00,15:30:00,"279,338",Grevious Injury,0,1,0,0,0,11.182563,76.133879,CHEENIKKAL,Rural,Village,Single,no,Near bus stop,Sunny/Clear,T- Junction,Head on Collision,State Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Scooter
MALAPPURAM,Changaramkulam,3944/2000,01/01/2020,27/12/2020,17:30:00,13:15:00,"279,338",Grevious Injury,0,1,0,0,0,11.182368,76.133899,CHEENIKKAL,Rural,Village,Single,no,In Open area,Sunny/Clear,T- Junction,Head on Collision,State Highway,Straight Road,Good,Uncontrolled,Scooter,Motor Cycle
MALAPPURAM,Changaramkulam,3945/2000,01/01/2020,30/12/2020,17:35:00,13:30:00,279,Non Injury,0,0,0,0,0,11.0496976,76.0686334,VARANKODE,Urban,Town,Single,yes,Market/Commercial area,Sunny/Clear,NA,Rear end collision,National Highway,Straight Road,Good,Uncontrolled,Car,Motor Cycle
MALAPPURAM,Perumpadappu,3946/2000,21/01/2020,11/01/2020,16:40:00,12:45:00,"279,338",Non Injury,0,0,0,0,0,11.25872,76.00117,KEEZHUPARAMB,Rural,Village,Single,no,Other,Sunny/Clear,NA,Hit from Side,Other Road,Others,Good,Police controlled,Scooter,Motor Cycle
MALAPPURAM,Tirur,3947/2000,12/01/2020,08/01/2020,12:20:00,16:30:00,"279,338",Grevious Injury,0,1,0,0,0,11.176276,76.308975,PALLISSERY,Rural,Village,Single,no,Near bus stop,Sunny/Clear,NA,Head on Collision,Other Road,Curved Road,Good,Uncontrolled,Motor Cycle,Scooter
MALAPPURAM,Kottakkal,3948/2000,09/01/2020,03/01/2020,17:40:00,11:30:00,"279,338",Fatal,1,1,0,0,0,11.178844,75.8916,KAITHAKUNDA,Rural,Village,Single,no,Market/Commercial area,Sunny/Clear,NA,Head on Collision,National Highway,Straight Road,Good,Uncontrolled,Car,Motor Cycle
MALAPPURAM,Kottakkal,3949/2000,23/01/2020,31/12/2020,11:59:00,07:30:00,"279,338",Grevious Injury,0,1,0,0,0,10.890398,75.96501,THEKKAN KUTTOOR,Rural,Village,Single,no,Near or inside a village,Sunny/Clear,NA,Head on Collision,Other Road,Straight Road,Good,Uncontrolled,Car,Scooter
MALAPPURAM,Kottakkal,3950/2000,16/01/2020,07/01/2020,14:10:00,19:30:00,279,Minor Injury,0,0,1,0,0,11.12695,75.861865,OLIPRAM KADAVU,Rural,Village,Single,no,Near bus stop,Cloudy,NA,Skidding,Other Road,Straight Road,Good,Uncontrolled,Scooter,Scooter
MALAPPURAM,Thenhipalam,3951/2000,04/01/2020,20/12/2020,09:20:00,14:00:00,"279,338",Fatal,1,0,0,1,0,10.855561,75.92205,MANGALAM BRIDGE,Rural,Village,Single,no,Near or inside a village,Sunny/Clear,NA,Hit Pedestrian,Other Road,Straight Road,Good,Uncontrolled,Car,Motor Cycle
MALAPPURAM,Valanchery,3952/2000,05/01/2020,28/12/2020,19:20:00,16:20:00,"279,338",Grevious Injury,0,1,2,0,0,11.167557,76.329627,MANKUNDU,Rural,Village,Single,no,In Open area,Sunny/Clear,NA,Head on Collision,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
MALAPPURAM,Perinthalmanna,3953/2000,03/01/2020,03/01/2020,16:00:00,11:30:00,"279,338",Grevious Injury,0,1,0,1,0,11.050239,75.857052,AYYAPPANKAVU,Rural,Village,Single,no,In Open area,Sunny/Clear,NA,Hit Pedestrian,Other Road,Straight Road,Good,Uncontrolled,Auto rickshaw,Motor Cycle
MALAPPURAM,Pookottumpadam,3954/2000,27/01/2020,26/12/2020,15:10:00,19:20:00,279,Grevious Injury,0,1,0,0,0,11.2001,76.06442,KAVANUR,Rural,Village,Single,no,Near bus stop,Sunny/Clear,NA,Hit from Side,Other Road,Ongoing Road Works/Under Construction,Good,Police controlled,Scooter,Motor Cycle
MALAPPURAM,Thirurangadi,3955/2000,31/01/2020,31/01/2020,14:05:00,11:20:00,"279,304(A)",Fatal,1,0,0,1,0,10.9996134,76.0809939,NELLOLI PARAMBA,Rural,Village,Single,no,In Open area,Sunny/Clear,NA,Hit Pedestrian,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Auto rickshaw
MALAPPURAM,Valanchery,3956/2000,12/01/2020,12/01/2020,21:15:00,16:15:00,"279,337,338",Non Injury,0,0,0,0,0,10.964741,76.008276,RANDATHANI MOOCHIKKAL,Rural,Village,Single,no,Near or inside a village,Sunny/Clear,NA,Head on Collision,National Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
MALAPPURAM,Valanchery,3957/2000,01/01/2020,22/12/2020,18:15:00,18:45:00,"279,337,338",Grevious Injury,0,1,0,1,0,11.196646,76.113197,THUVVAKKADU,Rural,Village,Single,no,In Open area,Sunny/Clear,NA,Hit Pedestrian,Other Road,Curved Road,Good,Uncontrolled,Motor Cycle,Scooter
MALAPPURAM,Perumpadappu,3958/2000,14/01/2020,05/01/2020,14:00:00,14:00:00,"279,338",Grevious Injury,0,1,0,0,0,11.2001,76.06442,KAVANUR,Rural,Village,Double,no,Market/Commercial area,Sunny/Clear,T- Junction,Hit from Back,Other Road,Others,Good,Police controlled,Car,Scooter
MALAPPURAM,Kalpakanchery,3959/2000,09/01/2020,27/12/2020,15:30:00,08:10:00,"279,338",Grevious Injury,0,1,0,0,0,11.113106,75.839335,VALLIKKUNNU,Rural,Village,Single,no,In Open area,Sunny/Clear,NA,Hit from Side,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
MALAPPURAM,Edakkara,3960/2000,06/01/2020,04/01/2020,19:30:00,19:30:00,"279,338",Grevious Injury,0,1,0,0,0,11.205329,76.160691,SHARATH KUNNU,Rural,Village,Single,no,In Open area,Sunny/Clear,NA,Right-angled collision,Other Road,Curved Road,Good,Uncontrolled,Car,Car
MALAPPURAM,Edakkara,3961/2000,07/01/2020,06/01/2020,17:00:00,19:00:00,"279,338",Grevious Injury,0,1,0,0,0,11.20172,76.02938,KADUNGALLUR,Rural,Village,Single,no,Other,Sunny/Clear,NA,Hit from Side,Other Road,Others,Good,Police controlled,Private Bus,Motor Cycle
MALAPPURAM,Melattur,3962/2000,14/01/2020,07/01/2020,16:40:00,19:30:00,279,Grevious Injury,0,1,0,1,0,11.174204,75.89683,AYIKKARAPPADI ,Urban,Village,Single,no,Market/Commercial area,Sunny/Clear,NA,Hit Pedestrian,National Highway,Straight Road,Good,Uncontrolled, Ambulance Private,Motor Cycle
MALAPPURAM,Kondotty,3963/2000,22/01/2020,13/01/2020,09:40:00,20:00:00,"279,338",Fatal,1,0,0,0,0,11.18978,76.03478,PUTTAMANNA,Rural,Village,Single,no,Near or inside a village,Sunny/Clear,NA,Hit from Side,Other Road,Others,Good,Police controlled,Motor Cycle,Scooter
MALAPPURAM,Kondotty,3964/2000,21/01/2020,07/01/2020,11:00:00,22:30:00,"279,338",Grevious Injury,0,2,0,0,0,10.8418,75.996,AYANGALAM,Rural,Village,Single,no,Near office complex,Mist/Fog,NA,Head on Collision,Other Road,Straight Road,Poor,Uncontrolled,Auto rickshaw,Motor Cycle
MALAPPURAM,Thirurangadi,3965/2000,02/01/2020,01/01/2020,17:10:00,14:00:00,"279,338",Non Injury,0,0,0,0,0,10.8641741,76.0139557,CHEMBIKKAL,Rural,Village,Single,no,In Open area,Sunny/Clear,NA,Rear end collision,Other Road,Straight Road,Good,Uncontrolled,Car,Scooter
MALAPPURAM,Karipur Air port  PS,3966/2000,04/01/2020,30/12/2020,20:10:00,16:00:00,"279,338",Minor Injury,0,0,1,1,0,11.24688,75.923353,OORKADAV,Urban,Town,Double,no,In Open area,Sunny/Clear,NA,Hit Pedestrian,State Highway,Straight Road,Good,Uncontrolled,Tipper,Scooter
MALAPPURAM,Changaramkulam,3967/2000,12/01/2020,20/12/2020,20:15:00,16:30:00,"279,338",Non Injury,0,0,0,0,0,11.386118,76.355617,ANAMARI  VAZHIKKADAVU ,Rural,Village,Single,yes,Other,Sunny/Clear,NA,Run off the Road,State Highway,Others,Good,Uncontrolled,Trolley,Motor Cycle
MALAPPURAM,Melattur,3968/2000,14/01/2020,13/01/2020,17:00:00,13:00:00,"279,304(A)",Grevious Injury,0,2,0,0,0,11.1920525,76.1329329,SCHOOLPADI,Rural,Village,Single,no,In Open area,Sunny/Clear,T- Junction,Head on Collision,State Highway,Curved Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
MALAPPURAM,Changaramkulam,3969/2000,26/01/2020,26/11/2020,10:15:00,11:15:00,"279,338",Grevious Injury,0,1,0,0,0,10.8293502,76.023444,THAVANOOR,Rural,Village,Single,no,Near office complex,Sunny/Clear,NA,Rear end collision,Other Road,Straight Road,Good,Uncontrolled,Car,Motor Cycle
MALAPPURAM,Thirurangadi,3970/2000,03/01/2020,23/12/2020,11:00:00,07:00:00,"279,338",Grevious Injury,0,1,0,0,0,11.1978,76.01894,KADUNGALLUR,Rural,Village,Single,no,Market/Commercial area,Sunny/Clear,NA,Run off the Road,Other Road,Others,Good,Police controlled,Motor Cycle,Scooter
MALAPPURAM,Malappuram,3971/2000,20/01/2020,18/01/2020,19:38:00,07:30:00,"279,338",Grevious Injury,0,1,1,0,0,10.921071,75.915588,NADUVILANGADI,Rural,Village,Single,no,Near or inside a village,Sunny/Clear,NA,Head on Collision,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Scooter
MALAPPURAM,Thirurangadi,3972/2000,03/01/2020,01/01/2020,22:29:00,09:00:00,"279,337,338",Grevious Injury,0,1,0,1,0,10.9739387,76.2127441,PERINTHALMANNA,Urban,Town,Single,no,Near hospital,Sunny/Clear,NA,Hit Pedestrian,National Highway,Others,Good,Uncontrolled,Tipper,Scooter
MALAPPURAM,Thirurangadi,3973/2000,12/01/2020,08/01/2020,16:00:00,17:30:00,"279,337",Minor Injury,0,0,2,2,0,11.3340855,76.2756887,CHUNGATHARA,Urban,Town,Single,no,Near bus stop,Sunny/Clear,NA,Hit Pedestrian,State Highway,Straight Road,Good,Uncontrolled,Scooter,Scooter
MALAPPURAM,Tirur,3974/2000,02/01/2020,27/12/2020,18:30:00,19:00:00,"279,338",Grevious Injury,0,1,0,1,0,10.8432282,76.0299698,KUTTIPURAM,Rural,Village,Single,no,In Residential area,Cloudy,NA,Hit Pedestrian,Other Road,Straight Road,Poor,Uncontrolled,Car,Scooter
MALAPPURAM,Tirur,3975/2000,07/01/2020,03/01/2020,19:40:00,08:15:00,"279,338",Grevious Injury,0,1,0,0,0,10.9091949,76.1843487,PULAMANTHOLE,Urban,Village,Single,no,Market/Commercial area,Sunny/Clear,NA,Head on Collision,Other Road,Others,Good,Uncontrolled,Car,Scooter
MALAPPURAM,Pookottumpadam,3976/2000,03/01/2020,31/12/2020,14:30:00,04:30:00,"279,338",Minor Injury,0,0,2,0,0,10.7598891,75.9283997,AANAPPADI,Urban,Village,Single,no,Near bus stop,Sunny/Clear,NA,Hit Fix / Stationary Object,National Highway,Straight Road,Good,Police controlled,Motor Cycle,Scooter
MALAPPURAM,Pookottumpadam,3977/2000,15/01/2020,08/01/2020,13:11:00,15:45:00,"279,337,338",Grevious Injury,0,1,1,0,0,11.091252,76.247906,EAST PANDIKKAD,Rural,Village,Single,no,Near bus stop,Sunny/Clear,Y- junction,Right turn collision,Other Road,Curved Road,Good,Uncontrolled,Car,Scooter
MALAPPURAM,Perinthalmanna,3978/2000,09/01/2020,03/01/2020,18:35:00,09:15:00,"279,337",Minor Injury,0,0,2,0,0,11.12869,75.94963,THARAYITTAL,Rural,Village,Single,no,Other,Sunny/Clear,NA,Overturn,Other Road,Straight Road,Good,Police controlled,Motor Cycle,Scooter
MALAPPURAM,Perinthalmanna,3979/2000,03/01/2020,25/12/2020,15:17:00,20:10:00,279,Grevious Injury,0,1,0,1,0,11.1732565,75.9013845,KURIYODAM,Rural,Village,Single,no,Market/Commercial area,Sunny/Clear,NA,Hit Pedestrian,National Highway,Straight Road,Good,Uncontrolled,Scooter,Scooter
MALAPPURAM,Thenhipalam,3980/2000,01/01/2020,29/12/2020,14:30:00,17:30:00,"279,338",Grevious Injury,0,2,1,0,0,11.24629,75.94099,VAZHAKKAD  KALPALLI,Rural,Village,Double,no,Other,Sunny/Clear,NA,Overturn,Other Road,Curved Road,Poor,Uncontrolled,Car,Scooter
MALAPPURAM,Perinthalmanna,3981/2000,03/01/2020,01/01/2020,16:51:00,08:45:00,"279,338",Grevious Injury,0,1,0,1,0,11.0301861,76.2576789,VENGUR,Rural,Village,Single,no,Institutional Area,Sunny/Clear,NA,Hit Pedestrian,Other Road,Ongoing Road Works/Under Construction,Good,Uncontrolled,Motor Cycle,Motor Cycle
MALAPPURAM,Perinthalmanna,3982/2000,01/01/2020,26/12/2020,15:00:00,08:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,11.0579911,76.3094387,OLAPPARA,Rural,Village,Single,no,Other,Sunny/Clear,NA,Rear end collision,Other Road,Others,Good,Uncontrolled,Car,Scooter
MALAPPURAM,Perinthalmanna,3983/2000,19/01/2020,17/01/2020,23:00:00,11:30:00,"279,338",Grevious Injury,0,1,0,0,0,11.1297761,76.0020768,COLONY ROAD,Urban,Town,Single,no,Market/Commercial area,Sunny/Clear,T- Junction,Head on Collision,National Highway,Straight Road,Good,Uncontrolled,Torus,Motor Cycle
MALAPPURAM,Thenhipalam,3984/2000,20/01/2020,24/12/2020,13:40:00,15:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,11.1468006,75.965684,KONDOTTY,Urban,Town,Single,no,Market/Commercial area,Sunny/Clear,T- Junction,Head on Collision,National Highway,Straight Road,Good,Police controlled,Auto rickshaw,Scooter
MALAPPURAM,Edakkara,3985/2000,01/01/2020,31/12/2020,17:45:00,19:01:00,"279,338",Grevious Injury,0,1,0,1,0,10.9331273,75.9796423,PARAKKAL,Urban,Village,Single,no,Market/Commercial area,Mist/Fog,NA,Hit Pedestrian,Other Road,Others,Good,Uncontrolled,Car,Motor Cycle
MALAPPURAM,Edakkara,3986/2000,18/01/2020,17/01/2020,17:17:00,12:30:00,"279,304(A)",Grevious Injury,0,1,1,0,0,11.179088,75.898828,AYIKKARAPPADI,Rural,Village,Single,no,In Residential area,Sunny/Clear,NA,Hit from Back,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
MALAPPURAM,Tanur,3987/2000,13/01/2020,31/08/2020,18:30:00,21:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,10.7339072,76.0193606,EDAPPAL,Rural,Village,Single,no,In Open area,Sunny/Clear,NA,Hit from Side,Other Road,Others,Good,Uncontrolled,Car,Auto rickshaw
MALAPPURAM,Thirurangadi,3988/2000,13/01/2020,11/01/2020,17:20:00,09:30:00,"279,337,304(A)",Minor Injury,0,0,2,0,0,10.935114,76.033589,PILATHARA,Rural,Village,Single,no,Near or inside a village,Sunny/Clear,NA,Hit from Side,Other Road,Straight Road,Good,Uncontrolled,Auto rickshaw,Motor Cycle
MALAPPURAM,Valanchery,3989/2000,02/01/2020,21/12/2020,17:45:00,09:00:00,"279,338",Grevious Injury,0,1,0,0,0,10.8736038,76.0611497,KUTTIPURAM,Rural,Village,Single,no,In Open area,Mist/Fog,NA,Rear end collision,Other Road,Straight Road,Good,Uncontrolled,Auto rickshaw,Auto rickshaw
MALAPPURAM,Valanchery,3990/2000,11/01/2020,07/01/2020,19:00:00,05:30:00,"279,338",Grevious Injury,0,2,3,0,0,11.348461,76.294467,MUPPINI,Urban,Village,Single,no,In Open area,Sunny/Clear,NA,Other,State Highway,Straight Road,Good,Uncontrolled,Car,Scooter
MALAPPURAM,Valanchery,3991/2000,13/01/2020,08/01/2020,13:36:00,13:30:00,"279,338",Grevious Injury,0,1,0,0,0,10.896978,75.927192,THEKKUMURI TIRUR ,Rural,Village,Single,no,Near bus stop,Sunny/Clear,NA,Hit from Side,Other Road,Straight Road,Good,Uncontrolled,Car,Motor Cycle
MALAPPURAM,Valanchery,3992/2000,09/01/2020,07/01/2020,08:00:00,07:30:00,"279,337,338",Non Injury,0,0,0,0,0,11.25946,76.03136,KUTTTOOLI,Rural,Village,Single,no,Other,Sunny/Clear,NA,Hit from Side,State Highway,Others,Good,Police controlled,Scooter,Motor Cycle
MALAPPURAM,Tanur,3993/2000,14/01/2020,14/01/2020,17:15:00,16:46:00,"279,304(A)",Minor Injury,0,0,1,0,0,10.9760587,76.2232624,PERINTHALMANNA,Urban,Town,Single,no,Market/Commercial area,Sunny/Clear,NA,Head on Collision,National Highway,Others,Good,Uncontrolled,Motor Cycle,Scooter
MALAPPURAM,Thirurangadi,3994/2000,29/01/2020,26/01/2020,17:30:00,17:30:00,"279,338",Minor Injury,0,0,1,0,0,11.172617,76.009117,KUZHIMANNA,Rural,Village,Single,no,In Residential area,Sunny/Clear,NA,Head on Collision,Other Road,Curved Road,Poor,Uncontrolled,Lorry,Auto rickshaw
MALAPPURAM,Perumpadappu,3995/2000,13/01/2020,12/01/2020,17:50:00,06:45:00,"279,304(A)",Grevious Injury,0,1,2,1,0,11.13559,76.022233,MORAYUR,Rural,Village,Single,no,Market/Commercial area,Sunny/Clear,NA,Hit Pedestrian,National Highway,Straight Road,Good,Uncontrolled,Auto rickshaw,Motor Cycle
MALAPPURAM,Valanchery,3996/2000,06/01/2020,24/12/2020,15:40:00,08:30:00,"279,338",Grevious Injury,0,1,0,0,0,11.172267,75.917112,PERIYAMBALAM,Urban,Village,Single,no,Market/Commercial area,Sunny/Clear,NA,Hit from Side,National Highway,Straight Road,Good,Uncontrolled,Car,Motor Cycle
MALAPPURAM,Perumpadappu,3997/2000,15/01/2020,15/01/2020,15:45:00,15:30:00,"279,338,304(A)",Grevious Injury,0,1,2,0,0,10.8378897,76.0202875,MINIPAMBA,Rural,Village,Single,no,In Open area,Sunny/Clear,NA,Hit from Back,Other Road,Curved Road,Good,Uncontrolled,Car,Motor Cycle
MALAPPURAM,Valanchery,3998/2000,18/01/2020,14/01/2020,11:30:00,20:30:00,"279,337,338",Minor Injury,0,0,3,3,0,10.8303546,76.0214169,THANGAL PADI,Rural,Village,Single,no,In Residential area,Cloudy,NA,Hit Pedestrian,State Highway,Straight Road,Poor,Uncontrolled,Mini Lorry,Motor Cycle
MALAPPURAM,Tirur,3999/2000,04/01/2020,04/12/2020,15:10:00,21:30:00,"279,338",Non Injury,0,0,0,0,0,11.3861,76.3449,PANCHAYATH ANGADI,Rural,Village,Single,yes,Other,Sunny/Clear,NA,Rear end collision,State Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Scooter
MALAPPURAM,Ponnani,4000/2000,21/01/2020,21/01/2020,19:15:00,11:15:00,"279,304(A)",Grevious Injury,0,1,0,0,0,11.22232,76.05698,SOUTHPUTHALAM,Rural,Village,Single,no,Near office complex,Sunny/Clear,T- Junction,Hit from Back,State Highway,Others,Good,Police controlled,Other Heavy vehicle,Scooter
MALAPPURAM,Perinthalmanna,4001/2000,19/01/2020,11/01/2020,19:30:00,13:00:00,"279,338",Grevious Injury,0,1,0,0,0,11.24555,75.96024,VALILLAPUZHA,Rural,Village,Double,no,In Open area,Sunny/Clear,NA,Head on Collision,Other Road,Curved Road,Poor,Uncontrolled,Auto rickshaw,Motor Cycle
MALAPPURAM,Perumpadappu,4002/2000,31/01/2020,31/01/2020,12:30:00,05:00:00,"279,304(A)",Grevious Injury,0,3,0,0,0,11.27011,76.0247,VALILLAPUZHA,Rural,Village,Double,no,Other,Sunny/Clear,NA,Run off the Road,State Highway,Others,Good,Police controlled,Auto rickshaw,Scooter
MALAPPURAM,Vazhakkad,4003/2000,27/01/2020,07/01/2020,17:50:00,18:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,11.1990064,76.1727123,THODAYAM,Rural,Village,Single,no,In Open area,Sunny/Clear,T- Junction,Right-angled collision,Other Road,Curved Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
MALAPPURAM,Tanur,4004/2000,09/01/2020,08/01/2020,13:20:00,13:45:00,"279,304(A)",Fatal,1,0,0,0,0,11.1482,76.079,PULPATTA,Rural,Village,Single,no,Other,Sunny/Clear,NA,Hit from Side,Other Road,Others,Good,Police controlled,Motor Cycle,Motor Cycle
MALAPPURAM,Thirurangadi,4005/2000,21/01/2020,10/01/2020,19:30:00,18:00:00,"279,338",Grevious Injury,0,1,0,0,0,10.914403,75.921781,CITY JUNCTION TIRUR ,Rural,City,Single,no,Market/Commercial area,Sunny/Clear,Four arm junction,Head on Collision,State Highway,Straight Road,Good,Uncontrolled,Tempo Van,Motor Cycle
MALAPPURAM,Thirurangadi,4006/2000,15/01/2020,13/01/2020,16:00:00,07:30:00,"279,338",Minor Injury,0,0,1,0,0,11.24127,76.0573,MOORKANAD,Rural,Village,Single,no,Other,Sunny/Clear,NA,Hit from Side,Other Road,Others,Good,Police controlled,Mini Lorry,Scooter
MALAPPURAM,Thirurangadi,4007/2000,15/01/2020,05/01/2020,10:45:00,14:00:00,MO(Death),Fatal,1,0,0,1,0,10.99764,75.98827,KOTTAKKAL COLLEGEPADI,Urban,Town,Double,yes,Near hospital,Sunny/Clear,T- Junction,Hit Pedestrian,National Highway,Straight Road,Good,Uncontrolled,Car,Scooter
MALAPPURAM,Perumpadappu,4008/2000,01/01/2020,27/12/2020,23:00:00,18:30:00,"279,338",Fatal,1,0,0,1,0,11.396048,76.31962,NAYKANKOOLI  VAZHIKKADAVU AMSOM,Rural,Village,Single,yes,Other,Sunny/Clear,NA,Hit Pedestrian,Other Road,Straight Road,Good,Uncontrolled,Lorry,Scooter
MALAPPURAM,Kottakkal,4009/2000,01/01/2020,01/01/2020,18:45:00,14:15:00,"279,337,338",Grevious Injury,0,1,0,0,0,10.8424742,76.0147465,AYANGALAM,Rural,Village,Single,no,In Residential area,Sunny/Clear,NA,Rear end collision,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Scooter
MALAPPURAM,Thirurangadi,4010/2000,28/01/2020,27/01/2020,18:00:00,09:30:00,"279,338",Grevious Injury,0,1,0,1,0,11.14817,76.07904,PULPATTA,Rural,Village,Single,no,Other,Sunny/Clear,NA,Hit Pedestrian,Other Road,Others,Good,Police controlled,Scooter,Goods Auto
MALAPPURAM,Kottakkal,4011/2000,01/01/2020,23/12/2020,18:00:00,14:15:00,"279,338",Grevious Injury,0,1,0,1,0,11.24564,75.97301,EDAVANNAPARA,Rural,Village,Double,no,Near petrol pump,Sunny/Clear,NA,Hit Pedestrian,Other Road,Straight Road,Good,Uncontrolled,Car,Motor Cycle
MALAPPURAM,Thirurangadi,4012/2000,27/01/2020,26/01/2020,13:00:00,09:30:00,"279,338",Grevious Injury,0,1,1,0,0,11.190218,76.271414,PARAKKULAM,Urban,Town,Single,no,In Open area,Sunny/Clear,NA,Right turn collision,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
MALAPPURAM,Valanchery,4013/2000,01/01/2020,25/12/2020,17:19:00,09:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,10.859165,75.926103,ANNASSERI,Rural,Village,Single,no,Near or inside a village,Sunny/Clear,T- Junction,Hit from Back,Other Road,Straight Road,Good,Uncontrolled,Car,Motor Cycle
MALAPPURAM,Kalpakanchery,4014/2000,09/01/2020,06/01/2020,18:10:00,12:45:00,"279,338",Grevious Injury,0,1,0,0,0,11.176935,76.307171,BALAVADIPPADI,Rural,Village,Single,no,In Open area,Sunny/Clear,NA,Other,Other Road,Curved Road,Good,Uncontrolled,Motor Cycle,Auto rickshaw
MALAPPURAM,Kalpakanchery,4015/2000,22/01/2020,20/01/2020,18:00:00,14:15:00,"279,338",Grevious Injury,0,1,0,0,0,11.330585,76.274019,CHUNGATHARA EDAMALA,Urban,Village,Single,no,In Residential area,Sunny/Clear,NA,Head on Collision,State Highway,Curved Road,Good,Uncontrolled,Scooter,Motor Cycle
MALAPPURAM,Kalpakanchery,4016/2000,23/01/2020,21/12/2020,18:20:00,21:15:00,"279,338",Grevious Injury,0,1,0,1,0,11.24412,75.9573,VALILLAPUZHA,Rural,Village,Double,no,In Open area,Sunny/Clear,NA,Hit Pedestrian,Other Road,Straight Road,Good,Uncontrolled,School Bus,Scooter
MALAPPURAM,Karuvarakundu,4017/2000,22/01/2020,22/01/2020,18:35:00,16:10:00,"279,338",Grevious Injury,0,1,0,0,0,11.23484,75.97458,KOLAMBALAM,Rural,Village,Double,no,In Open area,Sunny/Clear,NA,Hit from Side,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Scooter
